"Sukunimi","Yhteensä"
"Huoviala",52
"Hutko",52
"Hämeenoja",52
"Ilmavirta",52
"Imberg",52
"Invenius",52
"Jauhanen",52
"Jensén",52
"Jokiharju",52
"Jokioinen",52
"Kaakkunen",52
"Kaarlonen",52
"Kannasto",52
"Kaponen",52
"Karelius",52
"Kasslin",52
"Kaurio",52
"Keskikylä",52
"Keskisipilä",52
"Kestinmäki",52
"Keveri",52
"Klingenberg",52
"Kontsas",52
"Konttajärvi",52
"Korsu",52
"Koskiaho",52
"Koskilahti",52
"Koskipää",52
"Kronbäck",52
"Kuivikko",52
"Kulma",52
"Kulonpää",52
"Kylliö",52
"Kynnäs",52
"Latto",52
"Lehtorinne",52
"Levälahti",52
"Liekari",52
"Lillvis",52
"Liuhto",52
"Loiri",52
"Luhio",52
"Lundman",52
"Lökfors",52
"Maukkonen",52
"Metsärinta",52
"Mire",52
"Muhammed",52
"Muhojoki",52
"Mustikkamäki",52
"Norojärvi",52
"Nulpponen",52
"Nuppula",52
"Näivä",52
"Näivö",52
"Ohrankämmen",52
"Ohukainen",52
"Pahikkala",52
"Passinen",52
"Peräsaari",52
"Pettersen",52
"Pihajoki",52
"Puodinketo",52
"Pyöli",52
"Pälve",52
"Raimi",52
"Rautioaho",52
"Riitinki",52
"Ritonen",52
"Ropa",52
"Rose",52
"Rummakko",52
"Sainila",52
"Salmesvuori",52
"Sarka",52
"Saros",52
"Sasi",52
"Seitala",52
"Silmäri",52
"Simell",52
"Skriko",52
"Strömborg",52
"Strömsten",52
"Sulavuori",52
"Suonsyrjä",52
"Suurinkeroinen",52
"Taalas",52
"Tahvola",52
"Tekkala",52
"Tiimo",52
"Tolppola",52
"Tukonen",52
"Tunninen",52
"Tuomonen",52
"Tynkky",52
"Tyry",52
"Utukka",52
"Uusnäkki",52
"Varjamo",52
"Veistola",52
"Veivo",52
"Venetpalo",52
"Vester",52
"Videnoja",52
"Wigelius",52
"Viinikangas",52
"Viittala",52
"Wilkinson",52
"Willner",52
"Vilola",52
"Vilppala",52
"Virkkilä",52
"Virko",52
"Wirzenius",52
"Vuorisalmi",52
"Vähä-Pietilä",52
"Väliharju",52
"Yli-Anttila",52
"Yli-Pietilä",52
"Öhrling",52
"Aaltojärvi",51
"Aarne",51
"Abazi",51
"Aimonen",51
"Airamo",51
"Alamartin",51
"Aliu",51
"Amini",51
"Amnell",51
"Amper",51
"Aranko",51
"Arnold",51
"Björkenheim",51
"Camara",51
"Cavonius",51
"Dufvelin",51
"Eeronheimo",51
"Eljaala",51
"Enne",51
"Fernelius",51
"Halen",51
"Hallia",51
"Hantunen",51
"Haro",51
"Havisto",51
"Heikurinen",51
"Helimäki",51
"Hintukainen",51
"Hodzic",51
"Holkkola",51
"Holpainen",51
"Hyryläinen",51
"Hyyrönmäki",51
"Högdahl",51
"Högfors",51
"Hörman",51
"Ihamuotila",51
"Iltola",51
"Ilvesniemi",51
"Isojämsä",51
"Junttari",51
"Juura",51
"Järvilä",51
"Jäämaa",51
"Kahma",51
"Kaipila",51
"Kajo",51
"Kaloinen",51
"Kaltakari",51
"Kaltti",51
"Kantokoski",51
"Karapalo",51
"Kasa",51
"Kasala",51
"Kasila",51
"Kaskilahti",51
"Kauma",51
"Kaven",51
"Keitaanniemi",51
"Keski-Jyrä",51
"Kielenniva",51
"Kilgast",51
"Koivukorpi",51
"Kokotti",51
"Kolho",51
"Koronen",51
"Korppila",51
"Kostin",51
"Kruuti",51
"Kulovuori",51
"Kurjonen",51
"Kuulasmaa",51
"Kuusonen",51
"Kuussaari",51
"Laaksamo",51
"Laitsaari",51
"Lanamäki",51
"Lankoski",51
"Lavander",51
"Leiniäinen",51
"Libäck",51
"Liesjärvi",51
"Ljungman",51
"Lod",51
"Loimulahti",51
"Lompolojärvi",51
"Loo",51
"Mahrberg",51
"Majabacka",51
"Majors",51
"Meiseri",51
"Meski",51
"Michael",51
"Mikkelsson",51
"Mutila",51
"Mäki-Opas",51
"Mäntynenä",51
"Naisniemi",51
"Niitynpää",51
"Nisu",51
"Norokorpi",51
"Noukkala",51
"Nyrkkö",51
"Näpänkangas",51
"O'Connor",51
"Ohlsbom",51
"Olanterä",51
"Ollaranta",51
"Otsamo",51
"Paattakainen",51
"Partiainen",51
"Peltovirta",51
"Petänen",51
"Pihko",51
"Pikka",51
"Piuhola",51
"Ponnikas",51
"Possakka",51
"Poteri",51
"Puijola",51
"Pyhäranta",51
"Päiveröinen",51
"Raitakari",51
"Raitavuo",51
"Raivo",51
"Raki",51
"Ramadani",51
"Ranta-Knuuttila",51
"Rekonius",51
"Rif",51
"Rinkineva",51
"Rinneaho",51
"Rinnet",51
"Rinta-Piirto",51
"Rinta-Valkama",51
"Ruskeepää",51
"Rytkö",51
"Saanio",51
"Salokivi",51
"Schreiber",51
"Sillvan",51
"Sui",51
"Sultsi",51
"Suntinen",51
"Suvisalmi",51
"Syrjäpalo",51
"Tahkoniemi",51
"Taka",51
"Taulu",51
"Teelmäki",51
"Tihilä",51
"Tiirikka",51
"Toivokoski",51
"Tähtivaara",51
"Ujanen",51
"Valavaara",51
"Valavuo",51
"Walkeajärvi",51
"Wendell",51
"Victorzon",51
"Vilhu",51
"Vilokki",51
"Virtasalo",51
"Vogt",51
"von Schoultz",51
"Vorne",51
"Wörlin",51
"Xu",51
"Yavuz",51
"Yli-Houhala",51
"Ylikitti",51
"Ylismäki",51
"Abdulla",50
"Ala-Lipasti",50
"Ala-Turkia",50
"Anias",50
"Annanpalo",50
"Anneberg",50
"Arasola",50
"Arslan",50
"Arvaja",50
"Aukee",50
"Bonde",50
"Borgelin",50
"Brunström",50
"Bystedt",50
"Dahllund",50
"David",50
"Dimitrow",50
"Durchman",50
"Eberhardt",50
"Einonen",50
"Emaus",50
"Engelberg",50
"Frankenhaeuser",50
"Franssi",50
"Frant",50
"Förbom",50
"Haag",50
"Hamad",50
"Hanki",50
"Hannolainen",50
"Hasko",50
"Hauhio",50
"Heikfolk",50
"Heinistö",50
"Heljander",50
"Helmiö",50
"Herrmann",50
"Hirvaskoski",50
"Honkaluoma",50
"Honkimäki",50
"Hottola",50
"Huima",50
"Huseen",50
"Huuha",50
"Hyykoski",50
"Hyötynen",50
"Häggvik",50
"Jalasaho",50
"Jokisuu",50
"Juhonen",50
"Juurikivi",50
"Juven",50
"Jyräkoski",50
"Kaarivaara",50
"Kahie",50
"Kaikuranta",50
"Kallio-Kokko",50
"Kankaisto",50
"Kannasoja",50
"Karlén",50
"Kaura-aho",50
"Ketokoski",50
"Kindstedt",50
"Kivenjuuri",50
"Konttas",50
"Korpihete",50
"Kortesalo",50
"Korvenaho",50
"Koskenheimo",50
"Koskipalo",50
"Kotsalainen",50
"Kreivilä",50
"Kristiansen",50
"Könnömäki",50
"Laakeristo",50
"Lall",50
"Lapikisto",50
"Lehesvuori",50
"Leppäkynnäs",50
"Litukka",50
"Lomu",50
"Luomaniemi",50
"Luu",50
"Luukela",50
"Länsisalmi",50
"Lövgren",50
"Marjokorpi",50
"Marttiin",50
"Meriruoko",50
"Mihailov",50
"Misukka",50
"Mod",50
"Mohamoud",50
"Mårtenson",50
"Neffling",50
"Nevanen",50
"Nikoskinen",50
"Notko",50
"Nyvall",50
"Olmala",50
"Oulujärvi",50
"Paasto",50
"Paldán",50
"Palkén",50
"Petriläinen",50
"Platan",50
"Puosi",50
"Purtsi",50
"Raina",50
"Rantalahti",50
"Rautakumpu",50
"Rautonen",50
"Reipas",50
"Rezai",50
"Rihko",50
"Roström",50
"Routti",50
"Ruohoranta",50
"Rönnemaa",50
"Röyhkiö",50
"Safi",50
"Sala",50
"Sarkonen",50
"Savisalo",50
"Schoultz",50
"Semenov",50
"Sevelius",50
"Shaw",50
"Siegfrids",50
"Siivo",50
"Siltaloppi",50
"Somerkoski",50
"Stubbe",50
"Stålhane",50
"Suppanen",50
"Suuniittu",50
"Sällilä",50
"Särkiniva",50
"Teerijoki",50
"Teuri",50
"Tevajärvi",50
"Tuira",50
"Tuormaa",50
"Tupila",50
"Turtio",50
"Tutti",50
"Tyllilä",50
"Urpanen",50
"Urtti",50
"Uuttera",50
"Vaahto",50
"Vakoniemi",50
"Vannesluoma",50
"Vaske",50
"Wassholm",50
"Veck",50
"Vehkomäki",50
"Veirto",50
"Weiss",50
"Venhola",50
"Vikstén",50
"Willför",50
"Vitri",50
"Vuoriheimo",50
"Vähäpassi",50
"Wäänänen",50
"Yksjärvi",50
"Yliranta",50
"Yltävä",50
"Ahinko",49
"Aimola",49
"Alakokkare",49
"Alamaunu",49
"Ala-Salmi",49
"Ala-Vannesluoma",49
"Alhomäki",49
"Altun",49
"Alvari",49
"Ammunet",49
"Antinluoma",49
"Arjoranta",49
"Arokivi",49
"Artimo",49
"Asmala",49
"Asuinmaa",49
"Berndtson",49
"Bertula",49
"Björkgård",49
"Çelik",49
"Elfström",49
"Eväsoja",49
"Flinkkilä",49
"Friström",49
"Grims",49
"Hackzell",49
"Hajdini",49
"Hangasvaara",49
"Hanhikorpi",49
"Haukkavuori",49
"Heinäsuo",49
"Henelius",49
"Hillilä",49
"Hirsikorpi",49
"Hirvasvuopio",49
"Hirvola",49
"Honkatukia",49
"Honkela",49
"Huhanantti",49
"Huokuniemi",49
"Hurnasti",49
"Hyttilä",49
"Hyvätti",49
"Iso-Pietilä",49
"Jaskara",49
"Joelsson",49
"Jokioja",49
"Juho",49
"Kaarenoja",49
"Kaijanniemi",49
"Kaitaniemi",49
"Kaivos",49
"Kajaan",49
"Kallionkieli",49
"Kalttonen",49
"Kansala",49
"Karekivi",49
"Kaukko",49
"Kemppe",49
"Kerkkonen",49
"Kervola",49
"Keskimaa",49
"Kielo",49
"Kivilinna",49
"Kjellin",49
"Kolhinen",49
"Kontuniemi",49
"Kopiloff",49
"Korenius",49
"Korp",49
"Kotakorva",49
"Koukila",49
"Kuivisto",49
"Kukkoaho",49
"Kuljuntausta",49
"Kulomaa",49
"Kurkijärvi",49
"Kutinlahti",49
"Kytöniemi",49
"Känninen",49
"Köttö",49
"Laattala",49
"Lainesalo",49
"Lamminperä",49
"Larson",49
"Latva-Hoppala",49
"Lautaoja",49
"Laxell",49
"Leppälammi",49
"Leutola",49
"Lintuniemi",49
"Loiske",49
"Lokkinen",49
"Lundenius",49
"Luokkakallio",49
"Luomahaara",49
"Luomajärvi",49
"Långfors",49
"Löfgrén",49
"Mahmud",49
"Matinniemi",49
"Matsinen",49
"Maunus",49
"Merranmaa",49
"Metsähonkala",49
"Metsäkylä",49
"Mettala",49
"Myllyntaus",49
"Mäki-Saari",49
"Naapila",49
"Nihtinen",49
"Nisumaa",49
"Nivakoski",49
"Noppari",49
"Norpo",49
"Nuolivirta",49
"Nurme",49
"Närä",49
"Ojantausta",49
"Orvasto",49
"Ostonen",49
"Palkonen",49
"Patomäki",49
"Pauni",49
"Petranen",49
"Pieniluoma",49
"Puukangas",49
"Päivä",49
"Päivänen",49
"Pälvimäki",49
"Pörhö",49
"Rajamaa",49
"Rajantie",49
"Rantamo",49
"Revonniemi",49
"Riikilä",49
"Rinta-Pollari",49
"Roinila",49
"Rokkila",49
"Saarikalle",49
"Saariniva",49
"Saksholm",49
"Salah",49
"Sali",49
"Santti",49
"Sarasto",49
"Saviharju",49
"Schwarz",49
"Segersven",49
"Småros",49
"Stepanova",49
"Strid",49
"Suckman",49
"Sulkko",49
"Svinhufvud",49
"Sydänlammi",49
"Syysmäki",49
"Särmä",49
"Södervik",49
"Talvilahti",49
"Tamm",49
"Tarma",49
"Tiisanoja",49
"Toija",49
"Tokkari",49
"Torp",49
"Tulikoura",49
"Tupola",49
"Tykkälä",49
"Tyvelä",49
"Uusiautti",49
"Vaajamo",49
"Vaajanen",49
"Vaarna",49
"Vantanen",49
"Varamäki",49
"Varpiola",49
"Vedenjuoksu",49
"Verta",49
"Widgren",49
"Wikblom",49
"Viljander",49
"Virjonen",49
"Virranta",49
"Ylikantola",49
"Yli-Kiikka",49
"Yliriesto",49
"Ylitarvas",49
"Yläkäs",49
"Österdahl",49
"Aherto",48
"Ahokanto",48
"Aittasalo",48
"Ala-Marttila",48
"Ala-Seppälä",48
"Altio",48
"Andrejev",48
"Ania",48
"Arrenius",48
"Baumann",48
"Boelius",48
"Bomberg",48
"Demirel",48
"Eriksen",48
"Fagerdahl",48
"Fransas",48
"Fransson",48
"Frösén",48
"Grann",48
"Gylden",48
"Hakoneva",48
"Hallapuro",48
"Halmes",48
"Hampaala",48
"Hannukkala",48
"Hansen-Haug",48
"Harjajärvi",48
"Harjaluoma",48
"Haverila",48
"Hayes",48
"Heinäjärvi",48
"Helanterä",48
"Helanto",48
"Hiljander",48
"Hillebrand",48
"Hirvioja",48
"Honkapää",48
"Humina",48
"Hurttia",48
"Husari",48
"Hägen",48
"Hägerström",48
"Immanen",48
"Iso-Junno",48
"Isomöttönen",48
"Issa",48
"Jenkins",48
"Joentausta",48
"Jurkko",48
"Jyrämö",48
"Kaihovaara",48
"Kalliopuska",48
"Kangaskokko",48
"Kantee",48
"Kantinkoski",48
"Karma",48
"Kedonperä",48
"Kellinsalmi",48
"Keski-Korhonen",48
"Kilappa",48
"Kilkku",48
"Kivisalmi",48
"Kolvanki",48
"Koskio",48
"Kosloff",48
"Kova",48
"Kulkki",48
"Kuurola",48
"Kuznetsov",48
"Kyläniemi",48
"Laakoli",48
"Laamo",48
"Lakkinen",48
"Lautamo",48
"Lautanala",48
"Lauttanen",48
"Lawrence",48
"Lehtilahti",48
"Leipivaara",48
"Leo",48
"Leppänoro",48
"Liljemark",48
"Linnolahti",48
"Loppinen",48
"Loukkaanhuhta",48
"Lunabba",48
"Lunnas",48
"Lylyoja",48
"Länsiö",48
"Länsmans",48
"Mahmoud",48
"Mastola",48
"Maununen",48
"Mesiniemi",48
"Mustiala",48
"Muuse",48
"Neovius",48
"Niironen",48
"Nikumaa",48
"Nåhls",48
"Nätkin",48
"Ohramaa",48
"Ollenberg",48
"Orjatsalo",48
"Ormiskangas",48
"Orädd",48
"Paasela",48
"Paitula",48
"Pajunoja",48
"Panelius",48
"Pekala",48
"Pesso",48
"Piirtola",48
"Pircklén",48
"Pohjoisvirta",48
"Purontakanen",48
"Puuppo",48
"Pystö",48
"Pääskynkivi",48
"Raekallio",48
"Ranta-Eskola",48
"Reijola",48
"Reivo",48
"Rinta-Halkola",48
"Russell",48
"Ryödi",48
"Ryösä",48
"Sadik",48
"Sane",48
"Savonmäki",48
"Schreck",48
"Selinummi",48
"Silpola",48
"Sorsakivi",48
"Tahkokallio",48
"Tarakkamäki",48
"Thorström",48
"Tiikasalo",48
"Tilaeus",48
"Tuohioja",48
"Tuomarmäki",48
"Urrila",48
"Uusipaavalniemi",48
"Vaahtoranta",48
"Vainiokangas",48
"Valtasaari",48
"Wardi",48
"Wasberg",48
"Vennola",48
"Ventovuori",48
"Vikiö",48
"Vire",48
"Våg",48
"Vähä-Heikkilä",48
"Vähäkylä",48
"Välijeesiö",48
"Äystö",48
"Äärinen",48
"Öfverberg",48
"Aimasmäki",47
"Aktas",47
"Alatupa",47
"Ali-Kovero",47
"Almén",47
"Amberg",47
"Anisimaa",47
"Apila",47
"Bimberg",47
"Bjurström",47
"Bogel",47
"Bolodin",47
"Butt",47
"Ebeling",47
"Ebrahimi",47
"Eiskonen",47
"Ekosaari",47
"Erlands",47
"Eränummi",47
"Fetula",47
"Fincke",47
"Fuchs",47
"Gleisner",47
"Griffin",47
"Gromov",47
"Gullichsen",47
"Hamilton",47
"Hamström",47
"Harjumaaskola",47
"Harttunen",47
"Haukkamaa",47
"Haula",47
"Haustola",47
"Heimovirta",47
"Helakorpi",47
"Helanne",47
"Hernandez",47
"Hoivala",47
"Honkaselkä",47
"Hopeakoski",47
"Hopkins",47
"Hossi",47
"Huilaja",47
"Hulsi",47
"Humalainen",47
"Häggdahl",47
"Högmander",47
"Iinattiniemi",47
"Ilosalo",47
"Isoheiko",47
"Iso-Kuusela",47
"Isolehto",47
"Jasu",47
"Jumppainen",47
"Juomoja",47
"Juudin",47
"Kaartoaho",47
"Kahala",47
"Kalatie",47
"Kalkkinen",47
"Kalliolevo",47
"Kangaslampi",47
"Karhunmaa",47
"Karlman",47
"Karstinen",47
"Kasvinen",47
"Kauraoja",47
"Kivero",47
"Kivistö-Rahnasto",47
"Kohopää",47
"Kokoi",47
"Komppula",47
"Konkka",47
"Kristersson",47
"Kukkamaa",47
"Kulkula",47
"Kullaa",47
"Kullanmäki",47
"Kulomäki",47
"Kuonanoja",47
"Kuusimaa",47
"Kuusivuori",47
"Kuutamo",47
"Kuznetsova",47
"Kyhyräinen",47
"Labbas",47
"Lahdenpohja",47
"Lahma",47
"Lahti-Nuuttila",47
"Laihosola",47
"Latvakangas",47
"Lehtokumpu",47
"Lestinen",47
"Liljefors",47
"Lonkila",47
"Lounasvaara",47
"Luoma-Nirva",47
"Lylykorpi",47
"Löthman",47
"Löytäinen",47
"Maikkola",47
"Maila",47
"Makara",47
"Marins",47
"Mestari",47
"Metsälampi",47
"Metsänkylä",47
"Moll",47
"Multasuo",47
"Mursunen",47
"Mutru",47
"Mäki-Paavola",47
"Mäki-Ullakko",47
"Mäki-Uuro",47
"Naula",47
"Neittamo",47
"Neulanen",47
"Noroaho",47
"Nostaja",47
"Nuoranne",47
"Nuortimo",47
"Nurisalo",47
"Nurmikko",47
"Ohisalo",47
"Ojanlatva",47
"Ojanpää",47
"Paasikangas",47
"Palmros",47
"Palmujoki",47
"Palokankare",47
"Panhelainen",47
"Parma",47
"Pavlova",47
"Pethman",47
"Post",47
"Pouhakka",47
"Pumpanen",47
"Punna",47
"Reimi",47
"Rekiranta",47
"Renman",47
"Rietz",47
"Rimminen",47
"Roimela",47
"Rosas",47
"Rosenvall",47
"Rotkus",47
"Ruokolahti",47
"Ruokosuo",47
"Ruuhilahti",47
"Ryssy",47
"Salonmaa",47
"Santalo",47
"Savonlahti",47
"Schön",47
"Sokolov",47
"Sookari",47
"Stendahl",47
"Stenhäll",47
"Suopuro",47
"Suurkuukka",47
"Syrjänpää",47
"Säilynkangas",47
"Särkikoski",47
"Takolander",47
"Tammentie",47
"Tamski",47
"Tanhula",47
"Tarna",47
"Thiel",47
"Tolin",47
"Tulimaa",47
"Turtonen",47
"Tuulari",47
"Vaheristo",47
"Valén",47
"Valmari",47
"Varkki",47
"Waselius",47
"Watson",47
"Weckroth",47
"Venehsalo",47
"Venninen",47
"Vierikka",47
"Viljakka",47
"von Pfaler",47
"Wunsch",47
"Vähäpesola",47
"Väliahdet",47
"Väätti",47
"Yli",47
"Yli-Hietanen",47
"Yli-Koski",47
"Ylinentalo",47
"Yliperttula",47
"Ylä-Jussila",47
"Åhlberg",47
"af Ursin",46
"Alainen",46
"Alapeteri",46
"Alaste",46
"Alavaikko",46
"Alaverronen",46
"Alsio",46
"Anckar",46
"Apaja",46
"Apunen",46
"Arvidsson",46
"Asikanius",46
"Asula",46
"Aulu",46
"Bly",46
"Bredbacka",46
"Bär",46
"Can",46
"Clemes",46
"Doktar",46
"Eckert",46
"Elmeranta",46
"Enbacka",46
"Entonen",46
"Erickson",46
"Flod",46
"Flytström",46
"Fredlund",46
"Frostdahl",46
"Gammals",46
"Girs",46
"Granit",46
"Grägg",46
"Hahkala",46
"Hallgren",46
"Halmelahti",46
"Hamnström",46
"Hansten",46
"Harjuhaahto",46
"Harjukoski",46
"Hasala",46
"Heikinmatti",46
"Heimberg",46
"Heittokangas",46
"Hellsberg",46
"Herckman",46
"Hetemaa",46
"Hietikko-Kaukola",46
"Hiironniemi",46
"Hillner",46
"Hoviniemi",46
"Huber",46
"Högback",46
"Isteri",46
"Istolahti",46
"Jacobsen",46
"Jakka",46
"Jakupovic",46
"Jalasjoki",46
"Jaukka",46
"Jernvall",46
"Johnston",46
"Jolkin",46
"Joutsimies",46
"Jäger",46
"Kalela",46
"Kamaja",46
"Kankaanniemi",46
"Kannel",46
"Kannonmaa",46
"Kansa",46
"Kantelus",46
"Karhatsu",46
"Karhe",46
"Kartimo",46
"Keikkonen",46
"Kepsu",46
"Ketvell",46
"Kirkkopelto",46
"Kirstua",46
"Klang",46
"Kolkkanen",46
"Kontti",46
"Korvanen",46
"Koski-Säntti",46
"Koskitalo",46
"Kotaviita",46
"Krappe",46
"Kruth",46
"Kuivainen",46
"Kupsu",46
"Kuusijoensuu",46
"Kämärä",46
"Lagerbohm",46
"Laihorinne",46
"Laipio",46
"Lakio",46
"Laksola",46
"Landgärds",46
"Landin",46
"Langinen",46
"Lapp",46
"Lehtiaho",46
"Leijon",46
"Leirimaa",46
"Lemettilä",46
"Lerssi",46
"Levón",46
"Lille",46
"Linnilä",46
"Lintusaari",46
"Luotomäki",46
"Löija",46
"Madekivi",46
"Malmivirta",46
"Mansour",46
"Marjava",46
"Missonen",46
"Moalin",46
"Motturi",46
"Murray",46
"Myllyrinne",46
"Myllärniemi",46
"Mäki-Asiala",46
"Niiva",46
"Nokia",46
"Norha",46
"Nummenmaa",46
"Nummenranta",46
"Nuottimäki",46
"Näs",46
"Ojamies",46
"Okka",46
"Ordén",46
"Paasu",46
"Palanne",46
"Pero",46
"Peters",46
"Peuha",46
"Piesala",46
"Podduikin",46
"Porthen",46
"Potka",46
"Puhtila",46
"Pummila",46
"Puuri",46
"Pynninen",46
"Päivelin",46
"Päykkönen",46
"Pörtfors",46
"Raetsaari",46
"Rahm",46
"Rajakoski",46
"Rampanen",46
"Rantila",46
"Reina",46
"Roihu",46
"Ruupunen",46
"Ruusumo",46
"Rytioja",46
"Sahiluoto",46
"Salpakari",46
"Sannikka",46
"Sarinko",46
"Sellgren",46
"Siggberg",46
"Sinijärvi",46
"Skutnabb",46
"Soikka",46
"Spåra",46
"Starast",46
"Stenstrand",46
"Sukeva",46
"Sumuvuori",46
"Suovuori",46
"Syvänperä",46
"Sörensen",46
"Tahkokorpi",46
"Thapa",46
"Tiiva",46
"Tunttunen",46
"Tuohinen",46
"Untamala",46
"Utela",46
"Waara",46
"Vadén",46
"Vaihinen",46
"Vaikkinen",46
"Valin",46
"Valkeala",46
"Walls",46
"Varmanen",46
"Vesasto",46
"Vikla",46
"Willstedt",46
"Virtakoski",46
"Vuento",46
"Vääräkoski",46
"Yli-Hemminki",46
"Yu",46
"Åby",46
"Åfelt",46
"Åsten",46
"Öörni",46
"Aamuvuori",45
"Adhikari",45
"Aivio",45
"Alaja",45
"Alakunnas",45
"Alalääkkölä",45
"Ala-Opas",45
"Alapere",45
"Ali-Hokka",45
"Ankerman",45
"Antinmaa",45
"Ant-Wuorinen",45
"Arell",45
"Aryal",45
"Björlin",45
"Boijer",45
"Broända",45
"Burmeister",45
"Ehrs",45
"Elkki",45
"Elliott",45
"Falkstedt",45
"Fågel",45
"Gunnarsson",45
"Haavistola",45
"Hallio",45
"Hallvar",45
"Halmekangas",45
"Harilainen",45
"Heikkerö",45
"Helomaa",45
"Honga",45
"Honkalampi",45
"Hugg",45
"Humalisto",45
"Hyysalo",45
"Hyövälti",45
"Höckerstedt",45
"Ilmakangas",45
"Iso-Kouvola",45
"Iso-Mustajärvi",45
"Isorinne",45
"Jacklin",45
"Jattu",45
"Jesiöjärvi",45
"Jokijärvi",45
"Jousala",45
"Jussinoja",45
"Järvirova",45
"Kannonlahti",45
"Kariola",45
"Kauste",45
"Kelottijärvi",45
"Keltti",45
"Kivinummi",45
"Kivirasi",45
"Knape",45
"Knipström",45
"Kolistaja",45
"Kontinaho",45
"Kopalainen",45
"Koskue",45
"Kotirinta",45
"Kotkaranta",45
"Koverola",45
"Krusberg",45
"Kuivasto",45
"Kukkaro",45
"Kylämäki",45
"Kylänen",45
"Käldström",45
"Lae",45
"Lahtovaara",45
"Lairi",45
"Lampa",45
"Larimo",45
"Laurent",45
"Leinamo",45
"Levonperä",45
"Levula",45
"Lillandt",45
"Lindelä",45
"Lindeqvist",45
"Lith",45
"Loiva",45
"Lundan",45
"Långkvist",45
"Löyttynen",45
"Markki",45
"Markovaara",45
"Martiskin",45
"Mauro",45
"Meijer",45
"Mellajärvi",45
"Merenlahti",45
"Mesiranta",45
"Metsäpuro",45
"Moisiomäki",45
"Molkkari",45
"Mustala",45
"Mäki-Kuutti",45
"Mäki-Lohiluoma",45
"Mäkipaakkanen",45
"Möykky",45
"Neziri",45
"Niikko",45
"Niinikangas",45
"Norrlin",45
"Noukka",45
"Näräkkä",45
"Padinki",45
"Paljärvi",45
"Parker",45
"Parkkunen",45
"Perez",45
"Perola",45
"Piirilä",45
"Pirkonen",45
"Pyhähuhta",45
"Pörn",45
"Rasalahti",45
"Rautjoki",45
"Rex",45
"Rosala",45
"Ruottunen",45
"Ruuhela",45
"Ruuttula",45
"Räfsbäck",45
"Rönkönharju",45
"Salmenperä",45
"Salvi",45
"Saunala",45
"Sauvolainen",45
"Saxell",45
"Schumacher",45
"Semberg",45
"Serguskin",45
"Sieviläinen",45
"Simpson",45
"Sinivirta",45
"Soliman",45
"Stauffer",45
"Storberg",45
"Storrank",45
"Sällylä",45
"Taijala",45
"Taitto",45
"Takaniemi",45
"Tapanimäki",45
"Tervaskanto",45
"Thessler",45
"Thurman",45
"Tiaskorpi",45
"Tirranen",45
"Tiussa",45
"Toikkonen",45
"Tojkander",45
"Toorikka",45
"Tähtivuori",45
"Ukonmäki",45
"Upla",45
"Uusi-Maahi",45
"Uusi-Pantti",45
"Uusiportimo",45
"Vahanto",45
"Valajärvi",45
"Vanhakangas",45
"Weide",45
"Veijo",45
"Vertala",45
"Vigelius",45
"Vihermäki",45
"Viman",45
"Voitto",45
"Wolf",45
"von Becker",45
"von Konow",45
"Vuotari",45
"Vähäoja",45
"Vähä-Savo",45
"Välläri",45
"Väntönen",45
"Värränkivi",45
"Yli-Hallila",45
"Yli-Hannuksela",45
"Ylikulppi",45
"Yli-Renko",45
"Yussuf",45
"Äkräs",45
"Äkäslompolo",45
"Alamaa",44
"Alanenpää",44
"Ala-Nisula",44
"Ali-Mattila",44
"Al-Mosawi",44
"Alvarez",44
"Andstén",44
"Arfman",44
"Arnell",44
"Asteljoki",44
"Austin",44
"Bajrami",44
"Bayat",44
"Buchert",44
"Carter",44
"Corell",44
"Daavitsainen",44
"Dahlbo",44
"Degerstedt",44
"Dickman",44
"Dirie",44
"Edfelt",44
"Eid",44
"Eisto",44
"Eliander",44
"Esberg",44
"Frondén",44
"Främling",44
"Gratschew",44
"Gullman",44
"Gyllenbögel",44
"Gärding",44
"Haavanlammi",44
"Habib",44
"Hagren",44
"Hakalehto",44
"Hakalin",44
"Hapulahti",44
"Harjuhahto",44
"Hausen",44
"Heikinniemi",44
"Heinälä",44
"Henriksén",44
"Hirvilampi",44
"Honkaperä",44
"Honkuri",44
"Huhta-Koivisto",44
"Hujo",44
"Hyytiälä",44
"Hällbacka",44
"Hämylä",44
"Häppölä",44
"Ilva",44
"Isokuortti",44
"Jacksen",44
"Jalander",44
"Janson",44
"Jytilä",44
"Kaarakka",44
"Kairinen",44
"Kaivolainen",44
"Kalteva",44
"Karaus",44
"Karhiaho",44
"Kariaho",44
"Karisaari",44
"Kaskimäki",44
"Keko",44
"Kiemunki",44
"Kiianen",44
"Kilpikoski",44
"Kindt",44
"Kirkanen",44
"Kokora",44
"Korkeamaa",44
"Krogars",44
"Kuhna",44
"Kyöttinen",44
"Kärkkänen",44
"Kärkäinen",44
"Laaksomaa",44
"Lahdensalo",44
"Laitamaa",44
"Lammintausta",44
"Lauha",44
"Lausmaa",44
"Lehmusmetsä",44
"Leikoski",44
"Lempola",44
"Likitalo",44
"Lillhannus",44
"Linke",44
"Liuko",44
"Lumpo",44
"Maanavilja",44
"Maisila",44
"Manula",44
"Maris",44
"Mehtola",44
"Mesilaakso",44
"Metsänheimo",44
"Mitjonen",44
"Morina",44
"Mukkula",44
"Mårtens",44
