"Etunimi","Lukumäärä"
"Teija-Liisa",35
"Tuuve",35
"Ullamari",35
"Wanjiku",35
"Vasilisa",35
"Viivia",35
"Xuan",35
"Adel",34
"Aiju",34
"Amadea",34
"Annabell",34
"Anna-Pauliina",34
"Annemaria",34
"Ann-Nina",34
"Anu-Leena",34
"Apila",34
"Arianne",34
"Aula",34
"Catrina",34
"Cira",34
"Crystal",34
"de",34
"Eevakaisa",34
"Elza",34
"Giovanna",34
"Giselle",34
"Henna-Maaria",34
"Iivi",34
"Ilham",34
"Jarita",34
"Kieu",34
"Leticia",34
"Liban",34
"Lucina",34
"Lumimarja",34
"Maj-Brit",34
"Marella",34
"Margaretta",34
"Mária",34
"Marleene",34
"Meri-Helmi",34
"Mirigli",34
"Muna",34
"Najmo",34
"Natasia",34
"Poppy",34
"Rebeca",34
"Reetta-Maria",34
"Ruuth",34
"Sabriina",34
"Sanna-Marja",34
"Seija-Leena",34
"Selda",34
"Suvianna",34
"Suzanna",34
"Sylvie",34
"Tiara",34
"Trine",34
"Ulla-Kaarina",34
"Villa",34
"Wivi",34
"Yvette",34
"Zofia",34
"Aile",33
"Alaa",33
"Anais",33
"Anna-Kristina",33
"Annel",33
"Athene",33
"Aureelia",33
"Chioma",33
"Chris",33
"Damaris",33
"De",33
"Diem",33
"Dunia",33
"Eeva-Riikka",33
"Ene",33
"Evella",33
"Gisella",33
"Halina",33
"Heather",33
"Helky",33
"Helny",33
"Inge-May",33
"Janelle",33
"Jessie",33
"Jing",33
"Jolie",33
"Katy",33
"Kiia-Maria",33
"Kirsi-Leena",33
"Leigh",33
"Lilja-Maria",33
"Liona",33
"Lumi-Kukka",33
"Mai-Britt",33
"Maija-Sisko",33
"Mariliina",33
"Mari-Susanna",33
"Marja-Lea",33
"Merikukka",33
"Munira",33
"Nikolina",33
"Nimco",33
"Nura",33
"Omena",33
"Perla",33
"Ragnborg",33
"Reetta-Kaisa",33
"Rihanna",33
"Roxana",33
"Saara-Liisa",33
"Samiira",33
"Sannamaija",33
"Selia",33
"Tessaliina",33
"Tiiamari",33
"Tran",33
"Tuttu",33
"Ulla-Liisa",33
"Wilja",33
"Adine",32
"Aimee",32
"Amie",32
"Aninka",32
"Anna-Bella",32
"Annalisa",32
"Anne-Maaria",32
"Anne-Mai",32
"Aretta",32
"Asli",32
"Ayda",32
"Belle",32
"Bernadette",32
"Björnsdotter",32
"Damla",32
"Edona",32
"Edvina",32
"Elfrida",32
"Elia",32
"Eliida",32
"Elke",32
"Estel",32
"Eva-Lena",32
"Faisal",32
"Faye",32
"Georgia",32
"Hien",32
"Ida-Mari",32
"Inga-Lis",32
"Inga-Maria",32
"Irén",32
"Iselin",32
"Jemilia",32
"Jertta",32
"Jiina",32
"Kaisi",32
"Kia-Maria",32
"Kumari",32
"Leena-Riitta",32
"Leena-Sisko",32
"Lis-Marie",32
"Luana",32
"Luz",32
"Marjariitta",32
"Merihelmi",32
"Merilla",32
"Mimoza",32
"Miretta",32
"Mustikka",32
"Natasa",32
"Neera",32
"Pasintytär",32
"Petra-Maria",32
"Salad",32
"Shannon",32
"Silvana",32
"Sima",32
"Sini-Sofia",32
"Sirkkaliisa",32
"Tatyana",32
"Terontytär",32
"Tiija",32
"Tu",32
"Tuomontytär",32
"Viviane",32
"Yuliya",32
"Zehra",32
"Zohra",32
"Aino-Mari",31
"Aino-Marja",31
"Alona",31
"Aminata",31
"Ann-Catrine",31
"Annemi",31
"Athina",31
"Axelina",31
"Beerit",31
"Binta",31
"Blanca",31
"Cam",31
"Chau",31
"Darya",31
"Eerontytär",31
"Elisia",31
"Ellimaria",31
"Emil",31
"Faadumo",31
"Hai",31
"Henna-Riitta",31
"Hilta",31
"Htoo",31
"Ila",31
"Isse",31
"Janintytär",31
"Jarkontytär",31
"Jerika",31
"Kassandra",31
"Kaste-Helmi",31
"Kathrin",31
"Kathy",31
"Kesäheinä",31
"Khanh",31
"Laura-Maija",31
"Leenu",31
"Linnèa",31
"Luciana",31
"Lumo",31
"Maggie",31
"Maija-Kaarina",31
"Mairi",31
"Mansikka",31
"Maria-Riitta",31
"Maribel",31
"Marja-Anneli",31
"Martintytär",31
"Meya",31
"Nicoline",31
"Ninetta",31
"Noora-Emilia",31
"Otteliana",31
"Piita",31
"Salama",31
"Sallamaria",31
"Sanna-Marika",31
"Sanna-Riitta",31
"Sari-Susanna",31
"Seija-Sisko",31
"Senny",31
"Sharif",31
"Silje",31
"Sini-Pilvi",31
"Sini-Vuokko",31
"Suleiman",31
"Suzana",31
"Taru-Tuulia",31
"Tiina-Leena",31
"Tähkä",31
"Ulfsdotter",31
"Ulla-Britta",31
"Valentine",31
"Vanda",31
"Warda",31
"Aasa",30
"Adile",30
"Aino-Leena",30
"Aleyna",30
"Ameliina",30
"Amilda",30
"Amna",30
"Anabel",30
"Ann-Cathrine",30
"Anne-Helena",30
"Anne-Leena",30
"Anni-Helena",30
"Artontytär",30
"Auriina",30
"Bibi",30
"Carelia",30
"Catharine",30
"Dinah",30
"Donia",30
"Donya",30
"Eedi",30
"Eiri",30
"Elektra",30
"Elias",30
"Elona",30
"Els-Maj",30
"Emmie",30
"Gunvi",30
"Helea",30
"Holly",30
"Iija",30
"Iinu",30
"Ikram",30
"Ing-Britt",30
"Janitta",30
"Jasmiin",30
"Jenni-Johanna",30
"Jevgenia",30
"Kai",30
"Kristi",30
"Léa",30
"Liz",30
"Lorin",30
"Love",30
"Luiza",30
"M.",30
"Margret",30
"Mari-Annika",30
"Marjo-Kaisa",30
"Marsa",30
"Meriel",30
"Meriem",30
"Metsätähti",30
"Narges",30
"Nida",30
"Noel",30
"Oodi",30
"Piatta",30
"Riitta-Marja",30
"Ripsa",30
"Sannamaria",30
"Sannukka",30
"Saria",30
"Sariina",30
"Seila",30
"Seynab",30
"Shahla",30
"Sofija",30
"Sol",30
"Solange",30
"Su",30
"Tahiti",30
"Tetti",30
"Valencia",30
"Wei",30
"Venus",30
"Abdikarim",29
"Alfiina",29
"Almiina",29
"Annariitta",29
"Anna-Tuulia",29
"Arma",29
"Aronia",29
"Augustiina",29
"Aukusta",29
"Aurea",29
"Aziza",29
"Blessing",29
"Eeva-Lotta",29
"Eila-Maija",29
"Einikki",29
"Elisaveta",29
"Ellevi",29
"Elli-Sofia",29
"Freia",29
"Freyja",29
"Grete",29
"Hannelore",29
"Hanne-Maarit",29
"Henna-Riina",29
"Hilda-Maria",29
"Ifeoma",29
"Ioulia",29
"Irini",29
"Izabelle",29
"Janna-Mari",29
"Jella",29
"Jonna-Riikka",29
"Juhontytär",29
"Kaja",29
"Kariitta",29
"Kasmira",29
"Kiki",29
"Leanne",29
"Leonoora",29
"Liine",29
"Lotta-Mari",29
"Marie-Christine",29
"Mariet",29
"Marisanna",29
"Mayvor",29
"Melika",29
"Michela",29
"Milla-Riina",29
"Milou",29
"Moira",29
"Nea-Sofia",29
"Nikolajevna",29
"Njeri",29
"Oanh",29
"Osmi",29
"Parisa",29
"Penny",29
"Phoebe",29
"Rani",29
"Riia-Maria",29
"Saili",29
"Sakura",29
"Salah",29
"Shamso",29
"Shanti",29
"Silja-Maria",29
"Silve",29
"Sindi",29
"Sirppa",29
"Susannah",29
"Suvi-Elina",29
"Tabita",29
"Teressa",29
"Thien",29
"Thilde",29
"Tiinamari",29
"Tiltu",29
"Tulikki",29
"Wairimu",29
"Venla-Maria",29
"Wilhelmine",29
"Zina",29
"Zsuzsanna",29
"Abdirisaq",28
"Adelein",28
"Adelin",28
"Aileen",28
"Ailin",28
"Aksa",28
"Alea",28
"Aliyah",28
"Amara",28
"Amelié",28
"Amrita",28
"Anastaasia",28
"Anatoljevna",28
"Aniina",28
"Anju",28
"Anna-Lea",28
"Anna-Leea",28
"Anna-Liina",28
"Anne-Maritta",28
"Ann-May",28
"Ariane",28
"Auvikki",28
"Aziz",28
"Berivan",28
"Blanka",28
"Charlene",28
"Dunja",28
"Eeva-Helena",28
"Ellinore",28
"Emmi-Kaisa",28
"Esperanza",28
"Evgeniia",28
"Faduma",28
"Faiza",28
"Farina",28
"Francine",28
"Garita",28
"Hajar",28
"Hannariikka",28
"Heli-Marja",28
"Hilla-Maaria",28
"Hue",28
"Iren",28
"Isatou",28
"Jansdotter",28
"Johannes",28
"Jonina",28
"Jurjevna",28
"Kaarna",28
"Katja-Leena",28
"Kendra",28
"Kuutar",28
"Leena-Marjatta",28
"Loretta",28
"Lotta-Emilia",28
"Lourdes",28
"Lucinda",28
"Lumi-Maria",28
"Lynne",28
"Melise",28
"Mihaela",28
"Miia-Liisa",28
"Miina-Maria",28
"Myriam",28
"Nabila",28
"Nahid",28
"Nele",28
"Olka",28
"Otteljaana",28
"Petersdotter",28
"Priya",28
"Rahmo",28
"Rode",28
"Rose-May",28
"Roya",28
"Sakina",28
"Salina",28
"Sannaleena",28
"Saranna",28
"Sätene",28
"Taikatuuli",28
"Teemuntytär",28
"Tutteli",28
"Uljana",28
"Viktorija",28
"Yee",28
"Zenita",28
"Abdikadir",27
"Abdulle",27
"Agnesa",27
"Ajla",27
"Aleksandria",27
"Alfhilda",27
"Angeline",27
"Anna-Brita",27
"Anu-Kaisa",27
"Anzhelika",27
"Arielle",27
"Asla",27
"Astri",27
"Carine",27
"Christal",27
"Clare",27
"Cristel",27
"Dominika",27
"Ella-Maaria",27
"Eloni",27
"Elzbieta",27
"Emiliina",27
"Emmanuelle",27
"Emmi-Noora",27
"Evangeline",27
"Farhiyo",27
"Hanaan",27
"Hedwig",27
"Heliä",27
"Henrita",27
"Hermine",27
"Hetastiina",27
"Ida-Marie",27
"Ihana",27
"Iidaliina",27
"Ing-Mari",27
"Isobel",27
"Ivanova",27
"Jenna-Riikka",27
"Josephina",27
"Joséphine",27
"Josette",27
"Kadri",27
"Kathrine",27
"Kimmontytär",27
"Kirsi-Marjut",27
"Kseniia",27
"Laia",27
"Lis",27
"Lis-Mari",27
"Lissu",27
"Lotta-Maaria",27
"Maj-Gun",27
"Market",27
"Mia-Marika",27
"Mio",27
"Muniira",27
"Musse",27
"Nasteho",27
"Olesia",27
"Phung",27
"Pilvi-Sisko",27
"Piretta",27
"Pyry",27
"Retriikka",27
"Riikka-Maija",27
"Saina",27
"Salla-Maija",27
"Salman",27
"Sansa",27
"Satu-Johanna",27
"Siena",27
"Siiri-Maria",27
"Sirin",27
"Sirkka-Maija",27
"Soini",27
"Sulamit",27
"Susette",27
"Suvi-Anna",27
"Taiju",27
"Taisa",27
"Thérèse",27
"Tommintytär",27
"Triin",27
"Xin",27
"Yi",27
"Adette",26
"Ahlam",26
"Ainokaisa",26
"Alesia",26
"Aliya",26
"Amaal",26
"Anahita",26
"Anastasiya",26
"Annamaaria",26
"Annareetta",26
"Anni-Lotta",26
"Ann-Katrine",26
"Ann-Sophie",26
"Asia",26
"Beatta",26
"Bent",26
"Carissa",26
"Daniel",26
"Dimitra",26
"Eeti",26
"Elicia",26
"Emeline",26
"Henna-Liisa",26
"Henna-Maarit",26
"Hennamari",26
"Hua",26
"Ilhan",26
"Iliana",26
"Ingemaj",26
"Jalmiina",26
"Jamilla",26
"Jarmontytär",26
"Jerina",26
"Karine",26
"Karmen",26
"Keira",26
"Kirsimaria",26
"Leonor",26
"Lis-Britt",26
"Lumi-Tuuli",26
"Maliina",26
"Maretta",26
"Maris",26
"Marjam",26
"Marusja",26
"Maryanne",26
"Miia-Riikka",26
"Milla-Emilia",26
"Minna-Kristiina",26
"Minnamaria",26
"Minna-Marika",26
"Muska",26
"Naz",26
"Nazanin",26
"Néa",26
"Pia-Sofia",26
"Pihla-Maria",26
"Pipa",26
"Prisilla",26
"Päivi-Maria",26
"Päivi-Sisko",26
"Raija-Riitta",26
"Reet",26
"Ronia",26
"Roosamaria",26
"Rosie",26
"Rosmariini",26
"Saara-Leena",26
"Selin",26
"Sidonia",26
"Sihaam",26
"Silke",26
"Siv-Britt",26
"Tari",26
"Teiju",26
"Theres",26
"Tiida",26
"Torhild",26
"Tulikukka",26
"Tupu",26
"Tyyra",26
"Ulrike",26
"Yamina",26
"Zamzam",26
"Zanna",26
"Abdillahi",25
"Ada-Emilia",25
"Adil",25
"Adnan",25
"Adrianna",25
"Aija-Liisa",25
"Akintytär",25
"Akviliina",25
"Alicja",25
"Allegra",25
"Amra",25
"Amran",25
"Angeli",25
"Anja-Maija",25
"Anna-Erika",25
"Anna-Katarina",25
"Asad",25
"Asra",25
"Atieno",25
"Aure",25
"Ayesha",25
"Aysha",25
"Berith",25
"Cécile",25
"Chantelle",25
"Elli-Mari",25
"Elmina",25
"Ema",25
"Emila",25
"Eulalia",25
"Florentina",25
"Gullan",25
"Hanna-Kaarina",25
"Havin",25
"Heli-Maarit",25
"Hoda",25
"Ira-Maria",25
"Izabel",25
"Jadeliina",25
"Jamie",25
"Jia",25
"Kateryna",25
"Kevät",25
"Khaled",25
"Kirsi-Maija",25
"Lam",25
"Latifa",25
"Laura-Emilia",25
"Laure",25
"Lena-Maria",25
"Lidija",25
"Lii",25
"Lotta-Sofia",25
"Lowa",25
"Lumituuli",25
"Lusiina",25
"Mabel",25
"Madonna",25
"Maijaleena",25
"Maira",25
"Malle",25
"Mari-Elina",25
"Mari-Ella",25
"Mari-Jaana",25
"Marisol",25
"Marjeli",25
"Markuksentytär",25
"Miana",25
"Militsa",25
"Mirjaana",25
"Miroslava",25
"Mohamad",25
"Naana",25
"Nani",25
"Narin",25
"Nata",25
"Natalya",25
"Neila",25
"Oliver",25
"Otilia",25
"Pioni",25
"Raissa",25
"Ranya",25
"Riittaliisa",25
"Roxanne",25
"Sadaf",25
"Satu-Susanna",25
"Sergeevna",25
"Shani",25
"Shania",25
"Sirpa-Riitta",25
"Sunniva",25
"Suvi-Sisko",25
"Taika-Tuulia",25
"Taini",25
"Tien",25
"Titta-Maria",25
"Tomintytär",25
"Tuija-Riitta",25
"Vasiljevna",25
"Weronika",25
"Vicky",25
"Vilna",25
"Yang",25
"Abdikarin",24
"Abdirisak",24
"Abed",24
"Anja-Kaarina",24
"Anna-Elisa",24
"Antoniina",24
"Anu-Maija",24
"Astra",24
"Blondine",24
"Borisovna",24
"Cariina",24
"Cathrin",24
"Cheryl",24
"Clarisse",24
"Claudine",24
"Coco",24
"Dao",24
"Davina",24
"Devi",24
"Eevamari",24
"Elham",24
"Elva",24
"Enne-Liisa",24
"Enny",24
"Esikko",24
"Esti",24
"Eszter",24
"Etna",24
"Fatmire",24
"Ikran",24
"Ilaria",24
"Inès",24
"Isabela",24
"Isa-Maria",24
"Jennimari",24
"Jin",24
"Justine",24
"Karlotta",24
"Karo",24
"Katherina",24
"Kiuru",24
"Krystyna",24
"Liina-Lotta",24
"Liliya",24
"Lill",24
"Lorraine",24
"Maija-Helena",24
"Maikku",24
"Man",24
"Manal",24
"Marijaana",24
"Mari-Kaisa",24
"Marutzella",24
"Maryna",24
"Maureen",24
"Meriam",24
"Mihailovna",24
"Miiu",24
"Mona-Maria",24
"Naimo",24
"Neta",24
"Nuura",24
"Olesja",24
"Olesya",24
"Paw",24
"Petriikka",24
"Pia-Leena",24
"Piiku",24
"Päivätär",24
"Ragna",24
"Rasha",24
"Rebekah",24
"Robin",24
"Rosabella",24
"Salima",24
"Saritta",24
"Sasa",24
"Sidra",24
"Sky",24
"Solin",24
"Stefani",24
"Sultan",24
"Sunneva",24
"Tetiana",24
"Tiinu",24
"Triinu",24
"Trinh",24
"Ull-Britt",24
"Wai",24
"Varpu-Leena",24
"Virpi-Liisa",24
"Xiao",24
"Aala",23
"Abd",23
"Abshir",23
"Adalina",23
"Adonika",23
"Agnia",23
"Aiko",23
"Aino-Ilona",23
"Ainoliisa",23
"Alberta",23
"Almira",23
"Amel",23
"Amin",23
"Amine",23
"Annelise",23
"Anni-Ilona",23
"Anni-Maj",23
"Anselika",23
"Ariadne",23
"Arlinda",23
"Arta",23
"Asiya",23
"Axa",23
"Caisa",23
"Chiamaka",23
"Christelle",23
"Colette",23
"Cora",23
"Dalila",23
"Danuta",23
"Diandra",23
"Dorota",23
"Egzona",23
"Emely",23
"Emmaleena",23
"Emma-Liina",23
"Enid",23
"Ernestine",23
"Evangelia",23
"Evian",23
"Febe",23
"Fei",23
"Floora",23
"Giang",23
"Gilda",23
"Gullevi",23
"Hamid",23
"Ida-Kaisa",23
"Ida-Maija",23
"Ija",23
"Inka-Riina",23
"Inni",23
"Ioana",23
"Israa",23
"Jarnontytär",23
"Jekateriina",23
"Jina",23
"Jinka",23
"Joa",23
"Júlia",23
"Kaisaleena",23
"Karissa",23
"Kati-Maria",23
"Kerli",23
"Krisztina",23
"Leana",23
"Leenamaija",23
"Lei",23
"Liisamaija",23
"Lilyan",23
"Luul",23
"Manar",23
"Mari-Helena",23
"Marjale",23
"Marja-Maija",23
"May-Len",23
"Meini",23
"Melian",23
"Mereta",23
"Miia-Maaria",23
"Miikantytär",23
"Min",23
"Ming",23
"Muthoni",23
"Myra",23
"Mysi",23
"Nafisa",23
"Nanja",23
"Neema",23
"Neija",23
"Nesrin",23
"Niina-Mari",23
"Nina-Mari",23
"Olive",23
"Otava",23
"Paula-Maria",23
"Pettiina",23
"Pia-Pauliina",23
"Piela",23
"Pinja-Maria",23
"Päivi-Helena",23
"Retriika",23
"Robyn",23
"Rosario",23
"Sadie",23
"Saeed",23
"Sena",23
"Sheikh",23
"Silvi",23
"Sisko-Maria",23
"Sumeya",23
"Syrilla",23
"Tanja-Maria",23
"Thilda",23
"Tilhi",23
"Toivi",23
"Tonintytär",23
"Tuula-Maria",23
"Valeriia",23
"Zoya",23
"Abdiasis",22
"Airikki",22
"Alanna",22
"Allison",22
"Althea",22
"Anja-Maria",22
"Anna-Kreetta",22
"Anna-Mi",22
"Anne-Elina",22
"Ann-Sofia",22
"Anriikka",22
"Betti",22
"Binte",22
"Birthe",22
"Brita-Liisa",22
"Britt-Maj",22
"Cristin",22
"Desideria",22
"Dilek",22
"Eeden",22
"Eeri",22
"Elbe",22
"Eliane",22
"Eliisabeth",22
"Elinda",22
"Emmi-Julia",22
"Ennika",22
"Eva-Mari",22
"Evianna",22
"Exenia",22
"Feride",22
"Gabriele",22
"Gemma",22
"Gull-Britt",22
"Gun-Mari",22
"Hayat",22
"Hayley",22
"Heli-Maija",22
"Hildi",22
"Iida-Liina",22
"Iina-Sofia",22
"Inara",22
"Inas",22
"Irené",22
"Irène",22
"Izabela",22
"Jaana-Maarit",22
"Jenni-Kaisa",22
"Josefiia",22
"Judy",22
"Kaariina",22
"Kamal",22
"Kati-Johanna",22
"Katja-Mari",22
"Keren",22
"Khadar",22
"Kätlin",22
"Laura-Elina",22
"Leo",22
"Liis",22
"Liisa-Mari",22
"Linda-Mari",22
"Lise-Maj",22
"Lotta-Liisa",22
"Louice",22
"Lumiella",22
"Lumi-Helmi",22
"Mahnaz",22
"Maija-Reetta",22
"Maiju-Leena",22
"Mar",22
"Maree",22
"Mariija",22
"Mari-Liisa",22
"Mariska",22
"Marjan",22
"Masoumeh",22
"Melodi",22
"Merilin",22
"Mesimarja",22
"Milona",22
"Miryam",22
"Myrna",22
"Nadya",22
"Nawaal",22
"Nelli-Maria",22
"Nellinoora",22
"Ngozi",22
"Niika",22
"Nike",22
"Olga-Maria",22
"Ophelia",22
"Paris",22
"Patrizia",22
"Pearl",22
"Pia-Maarit",22
"Pihka",22
"Piia-Riitta",22
"Ping",22
"Quyen",22
"Reetta-Maija",22
"Riina-Maija",22
"Risten",22
"Roda",22
"Ros-Maj",22
"Rosmari",22
"Sahro",22
"Salwa",22
"Sanaa",22
"Sari-Anneli",22
"Sea",22
"Seera",22
"Sepontytär",22
"Serja",22
"Sinituuli",22
"Sohvia",22
"Sonja-Maria",22
"Stefansdotter",22
"Summer",22
"Sunita",22
"Tess",22
"Thomasdotter",22
"Tuila",22
"Uuna",22
"Valona",22
"Wanja",22
"Wendela",22
"Willow",22
"Violette",22
"Zandra",22
"Zoé",22
"Adelei",21
"Ainoliina",21
"Aljona",21
"Amaia",21
"Amandine",21
"Amela",21
"Andreea",21
"Anna-Kajsa",21
"Anna-Kreeta",21
"Ann-Caroline",21
"Anneke",21
"Anuliisa",21
"Arlette",21
"Bigga",21
"Boel",21
"Bonnie",21
"Dafina",21
"Defne",21
"Dia",21
"Dieu",21
"Dunya",21
"Edea",21
"Efia",21
"Eija-Maarit",21
"Eija-Maija",21
"Ellan",21
"Ellimari",21
"Embla",21
"Enni-Sofia",21
"Evastiina",21
"Fredriksdotter",21
"Fuad",21
"Gresa",21
"Haji",21
"Heidi-Mari",21
"Heine",21
"Heline",21
"Helleni",21
"Huynh",21
"Iina-Emilia",21
"Jaana-Liisa",21
"Jaber",21
"Jeanna",21
"Jenni-Emilia",21
"Jiia",21
"Juliane",21
"Kaisamari",21
"Kaisa-Marja",21
"Kasandra",21
"Katrianna",21
"Kianna",21
"Kinga",21
"Kotivalo",21
"Laura-Liisa",21
"Leinikki",21
"Leonna",21
"Leslie",21
"Liina-Maria",21
"Liisa-Lotta",21
"Linette",21
"Lumi-Lilja",21
"Lyra",21
"Mara",21
"Mari-Anneli",21
"Marié",21
"Marii",21
"Marja-Lena",21
"Matsdotter",21
"Maurintytär",21
"Mii",21
"Miia-Maarit",21
"Miitu",21
"Milaya",21
"Milina",21
"Minna-Marja",21
"Mirva-Liisa",21
"Mulki",21
"Nadeschda",21
"Natasja",21
"Neah",21
"Negin",21
"Nerea",21
"Nerissa",21
"Nermin",21
"Nyambura",21
"Omelia",21
"Paavontytär",21
"Paige",21
"Parvin",21
"Petrovna",21
"Piia-Pauliina",21
"Pilar",21
"Precious",21
"Puolukka",21
"Qamar",21
"Rahel",21
"Randa",21
"Rene",21
"Rona",21
"Ronda",21
"Roosa-Emilia",21
"Rosalin",21
"Rose-Mari",21
"Salla-Maari",21
"Satu-Helena",21
"Satu-Päivikki",21
"Shabnam",21
"Simontytär",21
"Sini-Susanna",21
"Sofja",21
"Sona",21
"Syeda",21
"Tetta",21
"Thalia",21
"Tiia-Liisa",21
"Titania",21
"Tony",21
"Ulla-Kaija",21
"Urda",21
"Wendla",21
"Wictoria",21
"Vilja-Maria",21
"Y",21
"Yagmur",21
"Zaynab",21
"A.",20
"Aada-Emilia",20
"Aamina",20
"Aarika",20
"Abdallah",20
"Abdisalam",20
"Afnaan",20
"Aimée",20
"Akveliina",20
"Alix",20
"Ananda",20
"Anfisa",20
"Anna-Sisko",20
"Ann-Cathrin",20
"Annevi",20
"Annileena",20
"Ann-Kristine",20
"Anny",20
"Aralia",20
"Arja-Maija",20
"Arleena",20
"Augustina",20
"Avin",20
"Aynur",20
"Blerta",20
"Briitta-Liisa",20
"Cecile",20
"Chia",20
"Cleo",20
"Delal",20
"Destiny",20
"Duyen",20
"Edviina",20
"Edwina",20
"Eeli",20
"Eeva-Kaija",20
"Eeva-Sofia",20
"Eija-Kaarina",20
"Elo",20
"Elsa-Maija",20
"Enrika",20
"Eriksdotter",20
"Erza",20
"Evgenija",20
"Farhan",20
"Fatimah",20
"Fatime",20
"Fransilja",20
"Gull-Maj",20
"Hanna-Marika",20
"Henriitta",20
"Ibtisam",20
"Ilsa",20
"Inka-Mari",20
"Ioanna",20
"Irem",20
"Iri",20
"Ismahan",20
"Ivanka",20
"Jaana-Maija",20
"Janna-Maria",20
"Jenni-Sofia",20
"Jennyfer",20
"Jo",20
"Jocelyn",20
"Joela",20
"Joella",20
"Jolina",20
"Jonasdotter",20
"Jyrkintytär",20
"Kaste",20
"Katja-Maarit",20
"Katleena",20
"Khalif",20
"Kübra",20
"Kyra",20
"Liise",20
"Liisukka",20
"Liliia",20
"Liljaana",20
"Lille-Mor",20
"Lita",20
"Lumihelmi",20
"Lumililja",20
"Lyylia",20
"Mahsa",20
"Maja-Lisa",20
"Mandana",20
"Maria-Elena",20
"Maria-Terttu",20
"Mariell",20
"Maruzella",20
"Marzia",20
"Mea-Maria",20
"Merikki",20
"Meri-Kukka",20
"Meri-Maaria",20
"Meta",20
"Miinu",20
"Miisa-Maria",20
"Mika",20
"Mikaella",20
"Millamari",20
"Mirna",20
"Mitja",20
"Morgan",20
"Mya",20
"Naema",20
"Nea-Noora",20
"Noura",20
"Olavi",20
"Othilia",20
"Paulikki",20
"Pille",20
"Pirkkoliisa",20
"Päivi-Liisa",20
"Renita",20
"Riana",20
"Riina-Kaisa",20
"Riina-Mari",20
"Riitta-Anneli",20
"Riitta-Mari",20
"Rim",20
"Robertsdotter",20
"Rosmarie",20
"Sari-Johanna",20
"Saynab",20
"Secilia",20
"Sevgi",20
"Shahad",20
"Shan",20
"Sharmin",20
"Sofía",20
"Susi",20
"Talia",20
"Tarjaana",20
"Tereza",20
"Teri",20
"Teuta",20
"Tiina-Sisko",20
"Tilly",20
"Ulla-Kristiina",20
"Uyen",20
"Valerija",20
"Vanesa",20
"Veera-Kaisa",20
"Venera",20
"Yun",20
"Zarah",20
"Aadan",19
"Aadolfiina",19
"Abdinasir",19
"Adelheid",19
"Adelma",19
"Adora",19
"Ahlaam",19
"Aime",19
"Ainomari",19
"Alexandrovna",19
"Aliza",19
"Anjelika",19
"Anna-Maj",19
"Anne-Marjo",19
"Anni-Maaria",19
"Annimaija",19
"Ardita",19
"Asho",19
"Beryl",19
"Birgitt",19
"Bria",19
"Briana",19
"Carmel",19
"Cristal",19
"Da",19
"Danja",19
"Dita",19
"Domna",19
"Dua",19
"Eleana",19
"Elfiina",19
"Elina-Maria",19
"Elisabetta",19
"Ellis",19
"Elodie",19
"Elwira",19
"Eman",19
"Emel",19
"Emilii",19
"Emma-Riikka",19
"Emmastiina",19
"Ena",19
"Eskontytär",19
"Evangelina",19
"Evgeniya",19
"Evguenia",19
"Fereshteh",19
"Glory",19
"Hanin",19
"Hanna-Katariina",19
"Hanna-Katri",19
"Hashi",19
"Hashim",19
"Hella",19
"Hind",19
"Hui",19
"Ida-Liisa",19
"Ilhaan",19
"Indigo",19
"Iria",19
"Irmgard",19
"Jamelia",19
"James",19
"Janissa",19
"Jeanine",19
"Jilla",19
"Joseph",19
"Ka",19
"Kaia",19
"Kaisamaria",19
"Kaitlyn",19
"Kallentytär",19
"Karitta",19
"Kenza",19
"Kerttu-Kaarina",19
"Kide",19
"Kimsdotter",19
"Kulta",19
"La",19
"Lalita",19
"Laura-Sofia",19
"Leena-Anneli",19
"Lilo",19
"Lou",19
"Magnhild",19
"Magnusdotter",19
"Maijeli",19
"Mali",19
"Malia",19
"Marya",19
"Meliha",19
"Meria",19
"Merianna",19
"Minetta",19
"Miray",19
"Mirjana",19
"Moe",19
"Monia",19
"Muhumed",19
"Muse",19
"Natta",19
"Neele",19
"Neva",19
"Pia-Susanna",19
"Piia-Mari",19
"Piiu",19
"Päivä",19
"Reeta-Maria",19
"Riim",19
"Rosetta",19
"Ruusu-Maria",19
"Sabiha",19
"Safiyo",19
"Saga-Sofia",19
"Salvia",19
"Samar",19
"San",19
"Sannu",19
"Sanny",19
"Sara-Emilia",19
"Sari-Helena",19
"Satu-Liisa",19
"Satu-Maija",19
"Satu-Mari",19
"Satu-Päivi",19
"Sikke",19
"Solweig",19
"Stina-Maria",19
"Sumayo",19
"Sydney",19
"Taia",19
"Taika-Tuuli",19
"Teija-Leena",19
"Tellu",19
"Tiina-Riikka",19
"Tilja",19
"Trinity",19
"Tytti-Maria",19
"Valvatti",19
"Vasiliki",19
"Wen",19
"Vibeke",19
"Vicktoria",19
"Wilmiina",19
"Winnie",19
"Vita",19
"Vittoria",19
"Abdalla",18
"Abdiaziz",18
"Abena",18
"Adelmiina",18
"Ágnes",18
"Akua",18
"Albulena",18
"Alette",18
"Alexandrine",18
"Anna-Laura",18
"Annea",18
"Antje",18
"Anu-Elina",18
"Anu-Kristiina",18
"Arja-Sisko",18
"Asal",18
"Avelina",18
"Aysel",18
"Birita",18
"Bojan",18
